ISO 639 code	BCP-47 code	Number of speakers (rounded)	Writing system(s), ISO 15924	Name (Glottolog)	Glottocode (Glottolog)	Region, ISO 3166 (Glottolog)	Link to Glottolog	Alternative Name(s)	Endonym	Link to Wikipedia
gnd	gnd	10K-100K	Latn	Zulgo-Gemzek	zulg1242	CM	https://glottolog.org/resource/languoid/id/zulg1242			https://en.wikipedia.org/w/index.php?title=ISO_639:gnd
gng	gng	10K-100K	Latn	Ngangam	ngan1299	BJ, GH, TG	https://glottolog.org/resource/languoid/id/ngan1299			https://en.wikipedia.org/w/index.php?title=ISO_639:gng
gnn	gnn	<10K	Latn	Gumatj	guma1253	AU	https://glottolog.org/resource/languoid/id/guma1253			https://en.wikipedia.org/w/index.php?title=ISO_639:gnn
gno	gno	3000000	Deva,Gonm,Latn,Telu	Northern Gondi	nort2702		https://glottolog.org/resource/languoid/id/nort2702		गोंडी	https://en.wikipedia.org/w/index.php?title=ISO_639:gno
gnw	gnw	<10K	Latn	Western Bolivian Guaraní	west2640	BO	https://glottolog.org/resource/languoid/id/west2640			https://en.wikipedia.org/w/index.php?title=ISO_639:gnw
goa	goa	500000	Latn	Guro	guro1248	CI	https://glottolog.org/resource/languoid/id/guro1248			https://en.wikipedia.org/w/index.php?title=ISO_639:goa
god	god	10K-100K	Latn	Godié	godi1239	CI	https://glottolog.org/resource/languoid/id/godi1239			https://en.wikipedia.org/w/index.php?title=ISO_639:god
gof	gof	400000	Ethi,Latn	Gofa	gofa1235	ET	https://glottolog.org/resource/languoid/id/gofa1235			https://en.wikipedia.org/w/index.php?title=ISO_639:gof
gog	gog	1000000	Latn	Gogo	gogo1263	TZ	https://glottolog.org/resource/languoid/id/gogo1263		Gogo	https://en.wikipedia.org/w/index.php?title=ISO_639:gog
goi	goi	<10K	Latn	Gobasi	goba1246	PG	https://glottolog.org/resource/languoid/id/goba1246			https://en.wikipedia.org/w/index.php?title=ISO_639:goi
gol	gol	100000	Latn	Gola	gola1255	LR, SL	https://glottolog.org/resource/languoid/id/gola1255			https://en.wikipedia.org/w/index.php?title=ISO_639:gol
gom	gom	2000000	Deva,Knda,Latn	Goan Konkani	goan1235		https://glottolog.org/resource/languoid/id/goan1235			https://en.wikipedia.org/w/index.php?title=ISO_639:gom
gon	gon	3000000	Deva,Telu	Northwest Gondi	nort3258	IN	https://glottolog.org/resource/languoid/id/nort3258			https://en.wikipedia.org/w/index.php?title=ISO_639:gon
gor	gor	1000000	Latn	Gorontalo	goro1259	ID	https://glottolog.org/resource/languoid/id/goro1259		Bahasa Hulontalo	https://en.wikipedia.org/w/index.php?title=ISO_639:gor
gos	gos	600000	Latn	Gronings	gron1242	DE, NL	https://glottolog.org/resource/languoid/id/gron1242		Grunnegs	https://en.wikipedia.org/w/index.php?title=ISO_639:gos
gpe	gpe	5000000	Latn	Ghanaian Pidgin English	ghan1244	GH	https://glottolog.org/resource/languoid/id/ghan1244		Ghanaian Pidgin	https://en.wikipedia.org/w/index.php?title=ISO_639:gpe
gqr	gqr	10K-100K	Latn	Gor	gorr1238	CF, TD	https://glottolog.org/resource/languoid/id/gorr1238		Gor	https://en.wikipedia.org/w/index.php?title=ISO_639:gqr
gra	gra	10K-100K	Deva,Gujr	Rajput Garasia	rajp1235	IN	https://glottolog.org/resource/languoid/id/rajp1235			https://en.wikipedia.org/w/index.php?title=ISO_639:gra
grb	grb	400000	Latn	Liberian Grebo	greb1256	LR	https://glottolog.org/resource/languoid/id/greb1256			https://en.wikipedia.org/w/index.php?title=ISO_639:grb
gri	gri	10K-100K	Latn	Ghari	ghar1239	SB	https://glottolog.org/resource/languoid/id/ghar1239			https://en.wikipedia.org/w/index.php?title=ISO_639:gri
grn	gn	5000000	Latn	Guarani (macrolanguage)	n/a		n/a		Avañe'ẽ	https://en.wikipedia.org/w/index.php?title=ISO_639:grn
grt	grt	1000000	Beng,Latn	Garo	garo1247	BD, IN	https://glottolog.org/resource/languoid/id/garo1247		A·chik	https://en.wikipedia.org/w/index.php?title=ISO_639:grt
gru	gru	300000	Ethi	Kistane	kist1241	ET	https://glottolog.org/resource/languoid/id/kist1241			https://en.wikipedia.org/w/index.php?title=ISO_639:gru
grw	grw	<10K	Latn	Gweda	gwed1239	PG	https://glottolog.org/resource/languoid/id/gwed1239			https://en.wikipedia.org/w/index.php?title=ISO_639:grw
gso	gso	200000	Latn	Southwest Gbaya	sout2785	CM, CF	https://glottolog.org/resource/languoid/id/sout2785			https://en.wikipedia.org/w/index.php?title=ISO_639:gso
gsw	gsw	5000000	Latn	Central Alemannic	swis1247	AT, FR, DE, IT, LI, CH	https://glottolog.org/resource/languoid/id/swis1247		Schwiizertüütsch	https://en.wikipedia.org/w/index.php?title=ISO_639:gsw
guc	guc	300000	Latn	Wayuu	wayu1243	CO, VE	https://glottolog.org/resource/languoid/id/wayu1243		Wayuunaiki	https://en.wikipedia.org/w/index.php?title=ISO_639:guc
gud	gud	100000	Latn	Yocoboué Dida	yoco1235	CI	https://glottolog.org/resource/languoid/id/yoco1235			https://en.wikipedia.org/w/index.php?title=ISO_639:gud
gue	gue	<10K	Latn	Gurindji	guri1247	AU	https://glottolog.org/resource/languoid/id/guri1247			https://en.wikipedia.org/w/index.php?title=ISO_639:gue
guh	guh	10K-100K	Latn	Guahibo	guah1255	CO, VE	https://glottolog.org/resource/languoid/id/guah1255			https://en.wikipedia.org/w/index.php?title=ISO_639:guh
gui	gui	10K-100K	Latn	Eastern Bolivian Guaraní	east2555	AR, BO, PY	https://glottolog.org/resource/languoid/id/east2555			https://en.wikipedia.org/w/index.php?title=ISO_639:gui
guj	gu	57000000	Gujr,Latn	Gujarati	guja1252	BD, IN, PK	https://glottolog.org/resource/languoid/id/guja1252		ગુજરાતી, Gujarati	https://en.wikipedia.org/w/index.php?title=ISO_639:guj
guk	guk	200000	Ethi,Latn	Northern Gumuz	gumu1244	ET, SD	https://glottolog.org/resource/languoid/id/gumu1244			https://en.wikipedia.org/w/index.php?title=ISO_639:guk
gul	gul	<10K	Latn	Sea Island Creole English	gull1241	US	https://glottolog.org/resource/languoid/id/gull1241			https://en.wikipedia.org/w/index.php?title=ISO_639:gul
gum	gum	10K-100K	Latn	Guambiano	guam1248	CO	https://glottolog.org/resource/languoid/id/guam1248			https://en.wikipedia.org/w/index.php?title=ISO_639:gum
gun	gun	10K-100K	Latn	Mbyá Guaraní	mbya1239	AR, BR, PY, UY	https://glottolog.org/resource/languoid/id/mbya1239			https://en.wikipedia.org/w/index.php?title=ISO_639:gun
guo	guo	<10K	Latn	Guayabero	guay1257	CO	https://glottolog.org/resource/languoid/id/guay1257			https://en.wikipedia.org/w/index.php?title=ISO_639:guo
gup	gup	<10K	Latn	Bininj Kun-Wok	gunw1252	AU	https://glottolog.org/resource/languoid/id/gunw1252			https://en.wikipedia.org/w/index.php?title=ISO_639:gup
guq	guq	<10K	Latn	Aché	ache1246	PY	https://glottolog.org/resource/languoid/id/ache1246			https://en.wikipedia.org/w/index.php?title=ISO_639:guq
gur	gur	700000	Latn	Farefare	fare1241	BF, GH	https://glottolog.org/resource/languoid/id/fare1241		Gurenɛ	https://en.wikipedia.org/w/index.php?title=ISO_639:gur
guu	guu	10K-100K	Latn	Yanomamö	yano1261	BR, VE	https://glottolog.org/resource/languoid/id/yano1261			https://en.wikipedia.org/w/index.php?title=ISO_639:guu
guw	guw	600000	Latn	Gun	gunn1250	BJ, NG	https://glottolog.org/resource/languoid/id/gunn1250			https://en.wikipedia.org/w/index.php?title=ISO_639:guw
gux	gux	900000	Latn	Gourmanchéma	gour1243	BJ, BF, NE, TG	https://glottolog.org/resource/languoid/id/gour1243		Migulimancema	https://en.wikipedia.org/w/index.php?title=ISO_639:gux
guz	guz	2000000	Latn	Gusii	gusi1247	KE, TZ	https://glottolog.org/resource/languoid/id/gusi1247		Ekegusii	https://en.wikipedia.org/w/index.php?title=ISO_639:guz
gvc	gvc	<10K	Latn	Kotiria	guan1269	BR, CO	https://glottolog.org/resource/languoid/id/guan1269			https://en.wikipedia.org/w/index.php?title=ISO_639:gvc
gvf	gvf	10K-100K	Latn	Golin	goli1247	PG	https://glottolog.org/resource/languoid/id/goli1247			https://en.wikipedia.org/w/index.php?title=ISO_639:gvf
gvl	gvl	200000	Latn	Gulay	gula1268	TD	https://glottolog.org/resource/languoid/id/gula1268		Gulay	https://en.wikipedia.org/w/index.php?title=ISO_639:gvl
gvn	gvn	<10K	Latn	Kuku-Yalanji	kuku1273	AU	https://glottolog.org/resource/languoid/id/kuku1273			https://en.wikipedia.org/w/index.php?title=ISO_639:gvn
gvr	gvr	200000	Deva	Gurung	guru1261	BT, IN, NP	https://glottolog.org/resource/languoid/id/guru1261		तमु क्यी	https://en.wikipedia.org/w/index.php?title=ISO_639:gvr
gvs	gvs	<10K	Latn	Gumawana	guma1254	PG	https://glottolog.org/resource/languoid/id/guma1254			https://en.wikipedia.org/w/index.php?title=ISO_639:gvs
gwc	gwc	10K-100K	Arab	Gawri	kala1373	PK	https://glottolog.org/resource/languoid/id/kala1373		کالامی	https://en.wikipedia.org/w/index.php?title=ISO_639:gwc
gwi	gwi	<10K	Latn	Gwich'in	gwic1235	CA, US	https://glottolog.org/resource/languoid/id/gwic1235			https://en.wikipedia.org/w/index.php?title=ISO_639:gwi
gwr	gwr	400000	Latn	Gwere	gwer1238	UG	https://glottolog.org/resource/languoid/id/gwer1238			https://en.wikipedia.org/w/index.php?title=ISO_639:gwr
gwt	gwt	<10K	Arab	Gawar-Bati	gawa1247	AF, PK	https://glottolog.org/resource/languoid/id/gawa1247			https://en.wikipedia.org/w/index.php?title=ISO_639:gwt
gxx	gxx	300000	Latn	Wè Southern	weso1238	CI, LR	https://glottolog.org/resource/languoid/id/weso1238			https://en.wikipedia.org/w/index.php?title=ISO_639:gxx
gya	gya	300000	Latn	Northwest Gbaya	nort2775	CM, CF, CG, NG	https://glottolog.org/resource/languoid/id/nort2775			https://en.wikipedia.org/w/index.php?title=ISO_639:gya
gyi	gyi	10K-100K	Latn	Gyele	gyel1242	CM, GQ	https://glottolog.org/resource/languoid/id/gyel1242			https://en.wikipedia.org/w/index.php?title=ISO_639:gyi
gym	gym	200000	Latn	Ngäbere	ngab1239	CR, PA	https://glottolog.org/resource/languoid/id/ngab1239			https://en.wikipedia.org/w/index.php?title=ISO_639:gym
gyn	gyn	600000	Latn	Guyanese Creole English	creo1235	GY, SR	https://glottolog.org/resource/languoid/id/creo1235		Guyanese	https://en.wikipedia.org/w/index.php?title=ISO_639:gyn
gyr	gyr	<10K	Latn	Guarayu	guar1292	BO	https://glottolog.org/resource/languoid/id/guar1292			https://en.wikipedia.org/w/index.php?title=ISO_639:gyr
haa	haa	<10K	Latn	Han	hann1241	CA, US	https://glottolog.org/resource/languoid/id/hann1241			https://en.wikipedia.org/w/index.php?title=ISO_639:haa
hac	hac	400000	Arab	Gurani	gura1251	IR, IQ	https://glottolog.org/resource/languoid/id/gura1251		گورانی	https://en.wikipedia.org/w/index.php?title=ISO_639:hac
hae	hae	4000000	Latn	Eastern Oromo	east2652	ET	https://glottolog.org/resource/languoid/id/east2652		Oromoo	https://en.wikipedia.org/w/index.php?title=ISO_639:hae
hag	hag	<10K	Latn	Hanga	hang1258	GH	https://glottolog.org/resource/languoid/id/hang1258			https://en.wikipedia.org/w/index.php?title=ISO_639:hag
hai	hai	<10K	Latn	Haida	haid1248	CA	https://glottolog.org/resource/languoid/id/haid1248			https://en.wikipedia.org/w/index.php?title=ISO_639:hai
hak	hak	30000000	Hans,Latn	Hakka Chinese	hakk1236	CN, TW	https://glottolog.org/resource/languoid/id/hakk1236		Hak-kâ-fa	https://en.wikipedia.org/w/index.php?title=ISO_639:hak
ham	ham	<10K	Latn	Hewa	hewa1241	PG	https://glottolog.org/resource/languoid/id/hewa1241			https://en.wikipedia.org/w/index.php?title=ISO_639:ham
han	han	200000	Latn	Hangaza	hang1260	BI, TZ	https://glottolog.org/resource/languoid/id/hang1260			https://en.wikipedia.org/w/index.php?title=ISO_639:han
haq	haq	1000000	Latn	Ha	haaa1252	BI, TZ	https://glottolog.org/resource/languoid/id/haaa1252		Kiha	https://en.wikipedia.org/w/index.php?title=ISO_639:haq
har	har	10K-100K	Ethi	Harari	hara1271	ET	https://glottolog.org/resource/languoid/id/hara1271			https://en.wikipedia.org/w/index.php?title=ISO_639:har
has	has	<10K	Latn	Haisla	hais1244	CA	https://glottolog.org/resource/languoid/id/hais1244			https://en.wikipedia.org/w/index.php?title=ISO_639:has
hat	ht	10000000	Latn	Haitian	hait1244	DO, HT	https://glottolog.org/resource/languoid/id/hait1244		Kreyòl	https://en.wikipedia.org/w/index.php?title=ISO_639:hat
hau	ha	51000000	Arab,Latn	Hausa	haus1257	BJ, BF, CM, TD, NE, NG	https://glottolog.org/resource/languoid/id/haus1257		Hausa, هَرْشَن هَوْسَ	https://en.wikipedia.org/w/index.php?title=ISO_639:hau
hav	hav	500000	Latn	Havu	havu1238	CD	https://glottolog.org/resource/languoid/id/havu1238			https://en.wikipedia.org/w/index.php?title=ISO_639:hav
haw	haw	10K-100K	Latn	Hawaiian	hawa1245	US	https://glottolog.org/resource/languoid/id/hawa1245		ʻŌlelo Hawaiʻi	https://en.wikipedia.org/w/index.php?title=ISO_639:haw
hax	hax	<10K	Latn	Southern Haida	sout2956		https://glottolog.org/resource/languoid/id/sout2956			https://en.wikipedia.org/w/index.php?title=ISO_639:hax
hay	hay	1000000	Latn	Haya	haya1250	TZ, UG	https://glottolog.org/resource/languoid/id/haya1250		Oluhaya	https://en.wikipedia.org/w/index.php?title=ISO_639:hay
haz	haz	2000000	Arab	Hazaragi	haza1239	AF, IR, PK, TJ	https://glottolog.org/resource/languoid/id/haza1239		آزرگی	https://en.wikipedia.org/w/index.php?title=ISO_639:haz
hbb	hbb	300000	Latn	Huba	huba1236	NG	https://glottolog.org/resource/languoid/id/huba1236			https://en.wikipedia.org/w/index.php?title=ISO_639:hbb
hch	hch	10K-100K	Latn	Huichol	huic1243	MX	https://glottolog.org/resource/languoid/id/huic1243			https://en.wikipedia.org/w/index.php?title=ISO_639:hch
hdn	hdn	<10K	Latn	Northern Haida	nort2938	CA, US	https://glottolog.org/resource/languoid/id/nort2938			https://en.wikipedia.org/w/index.php?title=ISO_639:hdn
hdy	hdy	1000000	Ethi,Latn	Hadiyya	hadi1240	ET	https://glottolog.org/resource/languoid/id/hadi1240		ሃድያኛ	https://en.wikipedia.org/w/index.php?title=ISO_639:hdy
hea	hea	1000000	Latn	Northern Qiandong Miao	nort2747	CN	https://glottolog.org/resource/languoid/id/nort2747		Hmub	https://en.wikipedia.org/w/index.php?title=ISO_639:hea
heb	he	4000000	Hebr,Latn	Modern Hebrew	hebr1245	IL, JO, LB, PS, SY	https://glottolog.org/resource/languoid/id/hebr1245			https://en.wikipedia.org/w/index.php?title=ISO_639:heb
heg	heg	10K-100K	Latn	Helong	helo1243	ID	https://glottolog.org/resource/languoid/id/helo1243			https://en.wikipedia.org/w/index.php?title=ISO_639:heg
heh	heh	800000	Latn	Hehe	hehe1240	TZ	https://glottolog.org/resource/languoid/id/hehe1240		Kihehe	https://en.wikipedia.org/w/index.php?title=ISO_639:heh
hem	hem	200000	Latn	Hemba-Yazi	hemb1242	CD	https://glottolog.org/resource/languoid/id/hemb1242			https://en.wikipedia.org/w/index.php?title=ISO_639:hem
her	hz	200000	Latn	Herero	here1253	BW, NA	https://glottolog.org/resource/languoid/id/here1253			https://en.wikipedia.org/w/index.php?title=ISO_639:her
hhy	hhy	<10K	Latn	Hoyahoya-Matakaia	hoya1235	PG	https://glottolog.org/resource/languoid/id/hoya1235			https://en.wikipedia.org/w/index.php?title=ISO_639:hhy
hia	hia	10K-100K	Latn	Lamang	lama1288	NG	https://glottolog.org/resource/languoid/id/lama1288			https://en.wikipedia.org/w/index.php?title=ISO_639:hia
hif	hif	500000	Deva,Latn	Fiji Hindi	fiji1242	AU, FJ, US	https://glottolog.org/resource/languoid/id/fiji1242		Fiji Hindi	https://en.wikipedia.org/w/index.php?title=ISO_639:hif
hig	hig	700000	Latn	Kamwe	kamw1239	CM, NG	https://glottolog.org/resource/languoid/id/kamw1239			https://en.wikipedia.org/w/index.php?title=ISO_639:hig
hih	hih	<10K	Latn	Pamosu	pamo1253	PG	https://glottolog.org/resource/languoid/id/pamo1253			https://en.wikipedia.org/w/index.php?title=ISO_639:hih
hil	hil	6000000	Latn	Hiligaynon	hili1240	PH	https://glottolog.org/resource/languoid/id/hili1240		Ilonggo	https://en.wikipedia.org/w/index.php?title=ISO_639:hil
hin	hi	320000000	Deva,Latn,Mahj	Hindi	hind1269	BD, BT, IN, NP	https://glottolog.org/resource/languoid/id/hind1269		हिन्दी, Hindi	https://en.wikipedia.org/w/index.php?title=ISO_639:hin
hix	hix	<10K	Latn	Hixkaryána	hixk1239	BR	https://glottolog.org/resource/languoid/id/hixk1239			https://en.wikipedia.org/w/index.php?title=ISO_639:hix
hke	hke	200000	Latn	Hunde	hund1239	CD	https://glottolog.org/resource/languoid/id/hund1239			https://en.wikipedia.org/w/index.php?title=ISO_639:hke
hla	hla	10K-100K	Latn	Halia	hali1244	PG	https://glottolog.org/resource/languoid/id/hali1244			https://en.wikipedia.org/w/index.php?title=ISO_639:hla
hlb	hlb	600000	Deva,Latn,Orya	Halbi	halb1244	IN	https://glottolog.org/resource/languoid/id/halb1244		हलबी	https://en.wikipedia.org/w/index.php?title=ISO_639:hlb
hlt	hlt	10K-100K	Latn	Nga La	ngal1291	IN, MM	https://glottolog.org/resource/languoid/id/ngal1291			https://en.wikipedia.org/w/index.php?title=ISO_639:hlt
hmd	hmd	300000	Hmng,Latn,Plrd	Diandongbei-Large Flowery Miao	larg1235	CN	https://glottolog.org/resource/languoid/id/larg1235			https://en.wikipedia.org/w/index.php?title=ISO_639:hmd
hmn	hmn	3000000	Latn	Hmong (macrolanguage)	n/a		n/a		Hmoob	https://en.wikipedia.org/w/index.php?title=ISO_639:hmn
hmo	ho	100000	Latn	Hiri Motu	hiri1237	PG	https://glottolog.org/resource/languoid/id/hiri1237		Hiri Motu	https://en.wikipedia.org/w/index.php?title=ISO_639:hmo
hmq	hmq	400000	Latn	Eastern Qiandong Miao	east2370	CN	https://glottolog.org/resource/languoid/id/east2370			https://en.wikipedia.org/w/index.php?title=ISO_639:hmq
hmr	hmr	10K-100K	Latn	Hmar	hmar1241	IN	https://glottolog.org/resource/languoid/id/hmar1241			https://en.wikipedia.org/w/index.php?title=ISO_639:hmr
hms	hms	500000	Latn	Southern Qiandong Miao	sout2754	CN	https://glottolog.org/resource/languoid/id/sout2754			https://en.wikipedia.org/w/index.php?title=ISO_639:hms
hmt	hmt	10K-100K	Latn	Hamtai	hamt1247	PG	https://glottolog.org/resource/languoid/id/hamt1247			https://en.wikipedia.org/w/index.php?title=ISO_639:hmt
hmz	hmz	200000	Latn,Plrd	Sinicized Miao	hmon1331	CN, VN	https://glottolog.org/resource/languoid/id/hmon1331			https://en.wikipedia.org/w/index.php?title=ISO_639:hmz
hna	hna	10K-100K	Latn	Mina (Cameroon)	mina1276	CM	https://glottolog.org/resource/languoid/id/mina1276			https://en.wikipedia.org/w/index.php?title=ISO_639:hna
hnd	hnd	600000	Arab,Latn	Southern Hindko	sout2668	PK	https://glottolog.org/resource/languoid/id/sout2668		ہندکو	https://en.wikipedia.org/w/index.php?title=ISO_639:hnd
hne	hne	18000000	Deva,Latn	Chhattisgarhi	chha1249	IN	https://glottolog.org/resource/languoid/id/chha1249		छत्तीसगढ़ी	https://en.wikipedia.org/w/index.php?title=ISO_639:hne
hni	hni	800000	Latn	Hani	hani1248	CN, LA, VN	https://glottolog.org/resource/languoid/id/hani1248		Haqniqdoq	https://en.wikipedia.org/w/index.php?title=ISO_639:hni
hnn	hnn	10K-100K	Hano,Latn	Hanunoo	hanu1241	PH	https://glottolog.org/resource/languoid/id/hanu1241		ᜱᜨᜳᜨᜳᜢ	https://en.wikipedia.org/w/index.php?title=ISO_639:hnn
hno	hno	4000000	Arab,Latn	Northern Hindko	nort2662	PK	https://glottolog.org/resource/languoid/id/nort2662		ہندکو	https://en.wikipedia.org/w/index.php?title=ISO_639:hno
hns	hns	200000	Latn	Caribbean Hindustani	cari1275	GY, NL, SR, TT	https://glottolog.org/resource/languoid/id/cari1275			https://en.wikipedia.org/w/index.php?title=ISO_639:hns
hoc	hoc	1000000	Deva,Latn,Orya,Telu,Wara	Ho	hooo1248	IN	https://glottolog.org/resource/languoid/id/hooo1248			https://en.wikipedia.org/w/index.php?title=ISO_639:hoc
hoj	hoj	5000000	Deva,Latn	Hadothi	hado1235	IN	https://glottolog.org/resource/languoid/id/hado1235		हरौती	https://en.wikipedia.org/w/index.php?title=ISO_639:hoj
hop	hop	<10K	Latn	Hopi	hopi1249	US	https://glottolog.org/resource/languoid/id/hopi1249			https://en.wikipedia.org/w/index.php?title=ISO_639:hop
hot	hot	<10K	Latn	Hote	hote1245	PG	https://glottolog.org/resource/languoid/id/hote1245			https://en.wikipedia.org/w/index.php?title=ISO_639:hot
how	how	100000	Latn	Honi	honi1244	CN	https://glottolog.org/resource/languoid/id/honi1244			https://en.wikipedia.org/w/index.php?title=ISO_639:how
hra	hra	10K-100K	Latn	Hrangkhol	hran1239	IN, MM	https://glottolog.org/resource/languoid/id/hran1239			https://en.wikipedia.org/w/index.php?title=ISO_639:hra
hrv	hr	4000000	Glag,Latn	Croatian Standard	croa1245	AT, BA, HR, HU, IT, ME, RS, SI	https://glottolog.org/resource/languoid/id/croa1245			https://en.wikipedia.org/w/index.php?title=ISO_639:hrv
hrx	hrx	3000000	Latn	Hunsrik	riog1239	BR	https://glottolog.org/resource/languoid/id/riog1239	Hunsrückisch	Hunsrik	https://en.wikipedia.org/w/index.php?title=ISO_639:hrx
hsb	hsb	<10K	Latn	Upper Sorbian	uppe1395	DE	https://glottolog.org/resource/languoid/id/uppe1395		Hornjoserbšćina	https://en.wikipedia.org/w/index.php?title=ISO_639:hsb
hsn	hsn	38000000	Hans,Latn	Xiang Chinese	xian1251	CN	https://glottolog.org/resource/languoid/id/xian1251		湘語, 湘语,Hunanese	https://en.wikipedia.org/w/index.php?title=ISO_639:hsn
hto	hto	<10K	Latn	Minica Huitoto	mini1256	CO	https://glottolog.org/resource/languoid/id/mini1256			https://en.wikipedia.org/w/index.php?title=ISO_639:hto
hub	hub	<10K	Latn	Huambisa	huam1247	PE	https://glottolog.org/resource/languoid/id/huam1247			https://en.wikipedia.org/w/index.php?title=ISO_639:hub
